,loan_amnt,loan_status,person_income
26791,8500,0,32642
26792,3000,1,21600
26793,3000,0,21600
26794,3000,0,30000
26795,3000,0,30000
26796,3000,0,30000
26797,3000,0,31200
26798,3000,0,32000
26799,3000,1,30000
26800,3000,1,30132
26801,3000,0,40000
26802,1000,0,33240
26803,3000,1,38000
26804,3000,0,46000
26805,15000,0,33600
26806,3000,0,33600
26807,3000,0,47004
26808,10000,0,33600
26809,3000,0,48000
26810,3000,0,49000
26811,3000,0,50000
26812,3000,0,50000
26813,12000,0,48686
26814,7000,0,33888
26815,12000,0,50000
26816,5000,0,34000
26817,12000,0,50400
26818,12000,0,51500
26819,12000,0,52000
26820,12000,0,53000
26821,11000,0,34000
26822,12000,0,54000
26823,12000,0,55000
26824,12000,1,49000
26825,12000,0,55000
26826,5200,0,34000
26827,12000,0,55200
26828,12000,0,56500
26829,3000,0,53000
26830,3000,0,54000
26831,6250,0,34800
26832,3000,0,55000
26833,3000,0,57000
26834,3000,0,58752
26835,3000,1,54000
26836,12000,0,35000
26837,3000,0,60000
26838,5600,0,35000
26839,3000,0,62000
26840,3000,0,64200
26841,3000,0,64680
26842,3000,0,65000
26843,7500,0,35000
26844,16000,0,35000
26845,4800,0,35000
26846,3000,0,69996
26847,4000,1,29000
26848,3000,0,74500
26849,3000,0,79272
26850,3000,0,85000
26851,3000,0,88000
26852,3000,0,94000
26853,3000,0,97000
26854,13075,0,35000
26855,4000,0,35000
26856,1500,0,35000
26857,3000,0,360000
26858,3100,0,65000
26859,3125,0,50000
26860,3150,0,53000
26861,1500,0,35000
26862,3200,0,33888
26863,3200,0,42000
26864,3200,0,88000
26865,2000,0,35000
26866,3250,0,23004
26867,3250,0,28800
26868,3250,0,125000
26869,3275,0,35820
26870,3300,0,35004
26871,3325,0,55000
26872,4650,0,35100
26873,5000,0,35256
26874,10000,0,35300
26875,3450,0,29000
26876,3500,1,16107
26877,3500,0,20640
26878,3500,0,35010
26879,7125,0,36000
26880,3500,0,37000
26881,5000,0,36000
26882,3500,0,38400
26883,3500,0,39000
26884,2500,0,36000
26885,15000,0,36000
26886,12000,0,36000
26887,3500,0,43000
26888,8000,0,36000
26889,3500,0,44000
26890,9000,0,36000
26891,3500,0,53000
26892,6000,0,36000
26893,4500,1,30000
26894,12000,0,36000
26895,3550,1,10200
26896,3600,0,30500
26897,3600,0,35496
26898,18000,0,36000
26899,1000,0,36000
26900,11000,0,37200
26901,11000,0,38000
26902,8000,0,36000
26903,11000,0,48000
26904,1000,0,36000
26905,11000,1,42000
26906,12000,0,36000
26907,11000,0,60000
26908,11000,0,62000
26909,11000,1,61000
26910,11000,0,70000
26911,8500,0,36156
26912,11000,0,108000
26913,11000,1,96050
26914,10950,0,47908
26915,10900,0,55000
26916,10875,0,124800
26917,10850,0,38400
26918,10825,1,35000
26919,10800,1,30000
26920,10800,1,33000
26921,10800,0,56004
26922,10800,0,60000
26923,10800,0,69350
26924,10800,0,70000
26925,10800,0,77000
26926,10800,0,119000
26927,10750,0,41000
26928,4000,0,37000
26929,6000,0,37000
26930,10625,0,117000
26931,10500,1,29000
26932,7000,0,37000
26933,10500,0,51504
26934,7400,0,37000
26935,10400,0,36000
26936,10400,0,90000
26937,3600,0,42500
26938,6250,0,37400
26939,10000,0,37440
26940,3600,0,54250
26941,5000,0,37500
26942,3600,0,60000
26943,12000,1,37500
26944,10000,0,37500
26945,3600,0,68480
26946,3600,1,74000
26947,3700,1,31000
26948,3800,0,36996
26949,3800,0,60000
26950,10000,1,32000
26951,3825,0,85000
26952,3850,1,13273
26953,4000,1,12360
26954,4000,1,17600
26955,4000,1,19200
26956,4000,0,20800
26957,4000,0,21600
26958,4000,0,22000
26959,4000,0,22000
26960,4000,1,24000
26961,8400,0,38268
26962,4000,0,26280
26963,7000,0,38400
26964,4000,0,27600
26965,6825,0,38400
26966,4000,0,28800
26967,4000,0,29536
26968,2400,0,38400
26969,4000,0,30000
26970,10000,0,38400
26971,4000,0,31200
26972,4000,0,32004
26973,3500,0,38500
26974,4000,1,34000
26975,4000,0,34800
26976,4000,1,30000
26977,4000,0,36000
26978,8000,0,39000
26979,7000,0,39000
26980,4000,0,39996
26981,4000,0,40000
26982,5600,0,39000
26983,4000,1,35000
26984,4000,0,42000
26985,8000,0,39480
26986,4000,0,43000
26987,4000,0,43000
26988,10000,0,39500
26989,5000,0,39520
26990,4000,0,49000
26991,15000,0,39700
26992,4000,0,50000
26993,4000,0,50004
26994,5600,0,39960
26995,4000,1,45000
26996,4000,0,51000
26997,2500,0,39996
26998,4000,0,55000
26999,1200,0,39996
27000,4000,0,61260
27001,4000,0,73000
27002,4000,0,74000
27003,17500,0,40000
27004,4000,0,75000
27005,4000,1,76000
27006,8000,0,40000
27007,4200,1,28800
27008,15000,0,40000
27009,4350,0,50000
27010,9000,0,40000
27011,8000,1,34000
27012,14000,0,40000
27013,16000,0,40000
27014,4375,0,20004
27015,4400,1,24000
27016,4400,1,53976
27017,4000,0,40000
27018,6000,0,40000
27019,10000,0,40000
27020,1000,0,40000
27021,4500,0,32000
27022,4500,0,35004
27023,12000,0,40000
27024,4500,1,35000
27025,4500,0,42000
27026,1500,0,40000
27027,4500,0,45600
27028,4500,0,50000
27029,5000,0,40000
27030,4500,0,52000
27031,4500,0,53000
27032,4500,0,65000
27033,4500,0,67000
27034,4500,0,84998
27035,4500,0,110000
27036,4600,0,35880
27037,4600,0,45840
27038,8000,0,40000
27039,6000,0,40000
27040,18000,0,40000
27041,4800,1,14004
27042,4000,0,40000
27043,4800,0,24000
27044,4800,0,30960
27045,5000,0,40000
27046,4800,0,33600
27047,12000,0,40008
27048,12000,0,40246
27049,4800,0,36000
27050,15000,0,40320
27051,4000,0,40452
27052,7475,0,40500
27053,2875,0,40800
27054,4000,0,40800
27055,7200,0,40800
27056,10400,0,40800
27057,3500,0,40800
27058,4800,0,55000
27059,4800,0,60000
27060,4800,1,56000
27061,4800,0,64000
27062,4800,1,59000
27063,10000,0,41000
27064,6250,0,41000
27065,4800,0,80000
27066,4800,0,92000
27067,6000,0,41000
27068,6000,0,41000
27069,4800,0,107473
27070,10000,0,41004
27071,10000,0,95000
27072,10000,1,83400
27073,10000,0,96000
27074,10000,0,100000
27075,10000,0,112000
27076,10000,1,103000
27077,10000,0,115000
27078,18000,0,41760
27079,10000,0,117000
27080,8000,0,41869
27081,10000,0,120000
27082,10000,0,120000
27083,10000,0,121200
27084,10000,0,126000
27085,10000,0,135000
27086,12000,0,42000
27087,4000,1,36000
27088,3000,0,42000
27089,10000,0,166000
27090,9975,1,73000
27091,9925,1,24168
27092,9900,1,55200
27093,7775,0,42000
27094,5600,0,42000
27095,6000,0,42000
27096,3000,0,42000
27097,9800,0,67000
27098,4500,0,42000
27099,2000,0,42000
27100,4900,0,70000
27101,5000,0,42000
27102,4975,0,55000
27103,5000,0,28000
27104,5000,0,28500
27105,4000,0,42000
27106,5000,0,30000
27107,5000,0,30000
27108,5000,0,30000
27109,13200,0,42000
27110,5000,0,30000
27111,5000,0,32000
27112,5000,0,32000
27113,5000,0,32004
27114,8000,0,42000
27115,10000,0,42000
27116,5000,0,34000
27117,5000,0,34800
27118,16750,0,42000
27119,5000,1,29000
27120,5000,0,35000
27121,7800,0,42000
27122,5000,1,29000
27123,5000,0,35000
27124,5000,0,35028
27125,5000,0,35827
27126,5000,0,36000
27127,5000,0,37200
27128,7475,0,42320
27129,5000,0,39500
27130,5000,1,34000
27131,15000,1,36655
27132,5000,0,40000
27133,5000,0,40000
27134,5000,0,40000
27135,8400,0,42996
27136,15000,0,42996
27137,5000,0,41500
27138,5000,0,42000
27139,8250,0,43000
27140,3600,0,43000
27141,3000,1,37000
27142,5000,1,37200
27143,15000,0,43000
27144,5000,0,45000
27145,10000,0,43000
27146,5000,1,39000
27147,5000,0,45600
27148,22800,0,43000
27149,6250,0,43000
27150,2500,0,43000
27151,5000,0,47000
27152,5000,1,41496
27153,5000,0,48000
27154,13750,0,43200
27155,5000,0,48500
27156,9000,0,56000
27157,15000,0,43680
27158,6000,0,43776
27159,9000,1,54000
27160,5000,0,44000
27161,10000,0,44000
27162,9000,0,65000
27163,8000,0,44000
27164,10000,0,44000
27165,9000,0,70000
27166,9000,0,74000
27167,4000,0,44000
27168,8000,0,44000
27169,2500,0,44000
27170,7000,0,44000
27171,9000,0,85000
27172,9000,1,86000
27173,9000,1,108000
27174,9000,0,133000
27175,9000,0,244000
27176,8875,0,30000
27177,8875,1,32400
27178,8875,0,38200
27179,6000,0,44782
27180,8800,1,31824
27181,15625,0,45000
27182,11200,0,45000
27183,5000,0,50000
27184,5000,1,44000
27185,10800,0,45000
27186,5000,1,44000
27187,5000,0,50000
27188,3600,0,45000
27189,14000,0,45000
27190,8500,1,24000
27191,3000,0,45000
27192,8500,1,26000
27193,8500,1,27000
27194,8500,0,43000
27195,8500,0,64777
27196,8500,0,68000
27197,8450,0,30000
27198,8450,0,2039784
27199,5000,1,46000
27200,5000,0,52000
27201,5000,0,53000
27202,12250,0,45000
27203,5700,0,45000
27204,5000,0,54996
27205,7000,0,45000
27206,2000,0,45000
27207,6375,0,45000
27208,5000,0,58000
27209,12000,0,45000
27210,5000,1,52106
27211,5000,0,58500
27212,5000,0,60000
27213,2000,0,45000
27214,5000,0,60000
27215,5000,0,60000
27216,5000,0,60000
27217,5000,0,63000
27218,5000,0,64000
27219,5000,0,65000
27220,5000,0,65000
27221,5000,1,59000
27222,5000,0,65000
27223,5000,0,68000
27224,8000,0,45000
27225,5000,0,70000
27226,12000,0,45000
27227,5000,1,54400
27228,5000,0,71015
27229,5000,0,75000
27230,5000,0,45000
27231,5000,0,76000
27232,16750,0,45344
27233,5000,0,84000
27234,5000,0,45600
27235,7000,0,45600
27236,10000,0,45600
27237,5000,0,87000
27238,5000,0,90000
27239,18000,0,45600
27240,5000,0,90000
27241,1800,1,39600
27242,5000,0,94000
27243,5000,0,95000
27244,5000,0,98000
27245,5000,0,98760
27246,9600,0,45760
27247,5000,0,100000
27248,6000,0,45996
27249,6300,0,45996
27250,5000,1,108000
27251,10000,0,46000
27252,7700,0,46000
27253,5200,0,26000
27254,8000,0,46000
27255,5200,0,40000
27256,8600,0,46000
27257,5000,0,46000
27258,5400,0,28584
27259,5400,0,28800
27260,6500,0,46150
27261,5400,1,34500
27262,5400,1,54000
27263,5500,1,14400
27264,8000,1,40680
27265,5500,0,21000
27266,13750,0,46996
27267,7200,0,47000
27268,5500,0,28800
27269,5500,0,30000
27270,7500,0,47000
27271,5500,0,30000
27272,5500,0,30996
27273,11000,0,47000
27274,5500,0,34000
27275,5500,0,48000
27276,5500,0,50000
27277,7500,0,47000
27278,5500,0,50000
27279,6000,0,47000
27280,10000,0,47000
27281,5500,0,47000
27282,14000,0,47000
27283,5500,1,54000
27284,5500,0,60070
27285,5500,0,63000
27286,5500,0,79600
27287,5000,0,47471
27288,2700,0,47500
27289,5600,1,30000
27290,5600,0,35000
27291,5600,0,38004
27292,27175,0,47844
27293,7000,0,48000
27294,5600,0,52800
27295,7800,0,48000
27296,2500,0,48000
27297,1500,0,48000
27298,5000,0,48000
27299,5600,1,73000
27300,10400,0,48000
27301,5600,0,137004
27302,5700,0,39996
27303,5000,0,48000
27304,5750,0,85000
27305,3000,0,48000
27306,5800,1,39000
27307,18000,0,48000
27308,6200,0,48000
27309,5850,0,23500
27310,5850,0,44000
27311,4500,0,48000
27312,5900,0,119000
27313,5950,0,35427
27314,6500,0,48000
27315,3000,1,42000
27316,6000,1,18720
27317,6000,0,20400
27318,8000,0,48000
27319,3500,0,48000
27320,3500,0,48000
27321,7600,0,48000
27322,6000,0,24000
27323,16750,0,48000
27324,6000,1,25200
27325,14400,1,42000
27326,6000,0,27052
27327,17500,0,48000
27328,8000,0,48000
27329,6000,0,28800
27330,10000,0,48000
27331,6000,1,30000
27332,6000,0,30000
27333,6000,0,30840
27334,4800,0,48279
27335,6000,0,48500
27336,6000,1,32000
27337,6000,1,33000
27338,15000,0,48840
27339,6000,0,34000
27340,6000,0,34000
27341,5000,0,48996
27342,7250,0,49000
27343,4200,0,49000
27344,6000,0,36000
27345,3600,0,49200
27346,6000,0,36400
27347,6000,0,37008
27348,6000,0,38000
27349,4000,0,49510
27350,16000,0,49578
27351,6000,0,38160
27352,6000,1,32400
27353,6000,1,33564
27354,12000,0,49853
27355,8400,0,49901
27356,6000,0,40000
27357,5000,0,50000
27358,6000,0,41280
27359,6000,0,43200
27360,6000,0,44000
27361,6000,0,44500
27362,6000,0,45000
27363,6000,0,45000
27364,6000,0,45000
27365,10000,0,50000
27366,6000,0,46000
27367,8400,0,50000
27368,3200,0,50000
27369,6000,0,46500
27370,6000,0,48000
27371,6000,1,42000
27372,6000,0,48000
27373,6000,0,50000
27374,2325,0,50000
27375,6000,0,50000
27376,6000,1,44000
27377,6000,0,50000
27378,6000,0,50004
27379,5000,0,50000
27380,6000,0,52000
27381,6000,0,52000
27382,5000,0,50000
27383,6000,0,55000
27384,6000,1,49000
27385,5000,0,50000
27386,6000,0,55182
27387,5000,1,44000
27388,20000,0,50000
27389,6000,0,57000
27390,6000,0,57996
27391,6000,0,59000
27392,6000,0,60000
27393,6000,0,60000
27394,10000,0,50000
27395,5000,0,50000
27396,7100,0,31000
27397,16000,0,50000
27398,12250,0,50000
27399,7000,0,24000
27400,6000,0,50000
27401,6000,0,65000
27402,15850,0,50000
27403,3000,0,50000
27404,6000,0,66000
27405,6000,0,66500
27406,15200,0,50000
27407,8000,0,50000
27408,6000,0,70000
27409,6000,0,70000
27410,6000,0,70000
27411,6000,0,70000
27412,6000,0,71599
27413,10000,0,50000
27414,6000,0,72000
27415,6000,1,56100
27416,9400,1,44000
27417,6000,0,74568
27418,1800,1,44004
27419,6000,1,60520
27420,6000,0,78000
27421,6000,0,78000
27422,6000,0,79000
27423,3000,0,50004
27424,6000,0,80000
27425,6000,0,80000
27426,6000,0,80000
27427,10400,0,50016
27428,6000,0,86000
27429,6000,0,86000
27430,12700,0,50400
27431,6000,0,105000
27432,6000,0,110000
27433,6000,0,160000
27434,6000,0,50780
27435,18000,0,51000
27436,20000,0,51000
27437,6200,1,25000
27438,6200,0,44000
27439,6225,0,33500
27440,7000,0,51000
27441,7000,0,55000
27442,14500,0,51000
27443,1000,0,51000
27444,12800,0,51000
27445,7000,0,57600
27446,7000,0,57996
27447,4775,0,51000
27448,12000,0,51000
27449,7000,1,52000
27450,7000,0,60000
27451,7000,1,55392
27452,10875,0,51500
27453,7000,0,62000
27454,10000,0,51600
27455,7000,0,65000
27456,8500,0,51996
27457,7000,0,68000
27458,7000,0,73882
27459,7500,0,51996
27460,7000,0,75000
27461,5350,1,46000
27462,5000,0,52000
27463,7000,0,97600
27464,12000,0,52000
27465,6000,0,52000
27466,7000,0,175436
27467,6950,1,14400
27468,8000,0,52000
27469,2275,0,52000
27470,15250,0,52000
27471,8000,0,52000
27472,6500,0,21600
27473,15250,0,52000
27474,6500,0,24000
27475,6500,0,28800
27476,6500,0,30000
27477,6500,0,30600
27478,6500,0,31400
27479,6000,0,52000
27480,3000,0,52000
27481,1500,0,52000
27482,5000,0,52000
27483,6500,0,42000
27484,10000,0,52188
27485,21000,0,52400
27486,6500,0,53000
27487,6500,0,55000
27488,6500,0,60000
27489,15000,0,52660
27490,6500,0,75000
27491,2800,1,46800
27492,2800,0,52800
27493,6600,0,26240
27494,6600,1,52479
27495,6600,0,89532
27496,6700,1,19368
27497,2200,0,53000
27498,6725,0,29000
27499,6725,0,50760
27500,6750,0,37500
27501,3000,0,53000
27502,4900,1,47000
27503,6400,0,21120
27504,4000,0,53532
27505,4000,0,53712
27506,6400,0,31200
27507,15000,0,53808
27508,6400,0,32000
27509,6400,0,35000
27510,9000,0,54000
27511,6000,0,54000
27512,6400,0,51000
27513,2000,0,54000
27514,6400,0,60000
27515,6400,0,80000
27516,6400,0,80000
27517,5000,0,54000
27518,6000,0,54000
27519,6400,0,112455
27520,9000,1,48000
27521,25000,0,54000
27522,1500,1,48000
27523,4000,0,54000
27524,4500,0,54196
27525,7000,1,48257
27526,7700,0,54500
27527,20500,0,54500
27528,7000,0,54996
27529,5500,0,54996
27530,9000,0,54996
27531,7000,0,37200
27532,7000,0,37800
27533,16500,0,55000
27534,5000,0,55000
27535,7000,1,35000
27536,10000,0,55000
27537,24250,1,49000
27538,7000,0,41000
27539,15600,0,55000
27540,7000,0,42000
27541,7000,0,42000
27542,12000,0,55000
27543,10000,0,55000
27544,7000,0,43000
27545,7000,1,38000
27546,7000,0,44000
27547,6000,0,55000
27548,7000,0,45000
27549,7000,0,45000
27550,7000,0,45000
27551,7000,0,45000
27552,9000,0,55000
27553,7000,0,47000
27554,24375,0,55000
27555,15000,0,55000
27556,11700,0,55000
27557,7000,0,50000
27558,7000,0,50400
27559,7000,0,52000
27560,7000,0,53800
27561,13000,0,55000
27562,7000,1,49000
27563,7000,0,55000
27564,7150,1,58500
27565,7175,0,60000
27566,5000,0,55000
27567,3600,0,55000
27568,7200,0,24000
27569,7200,0,25200
27570,7200,0,29088
27571,8000,0,55000
27572,2000,0,55000
27573,14000,0,55000
27574,7200,1,29000
27575,4000,1,49000
27576,7200,0,40000
27577,7200,0,45000
27578,7200,0,50000
27579,8000,1,49074
27580,7200,0,60000
27581,6500,0,55236
27582,2000,0,55308
27583,7200,0,66560
27584,7875,0,55500
27585,22500,0,55550
27586,17000,0,55900
27587,12600,1,49993
27588,15000,0,56000
27589,7375,0,95000
27590,7500,1,19440
27591,10000,0,56000
27592,7500,0,25000
27593,7500,1,26300
27594,13000,0,56000
27595,6000,0,56004
27596,7500,0,35000
27597,7500,0,36000
27598,7500,0,36684
27599,20000,0,56400
27600,7500,0,38500
27601,12000,0,56500
27602,12000,0,56650
27603,15000,0,57000
27604,6300,0,57000
27605,7500,0,48000
27606,7500,0,48000
27607,10000,0,57000
27608,7500,0,55000
27609,3000,0,57000
27610,10000,1,51000
27611,7500,0,58000
27612,7500,0,58000
27613,8500,0,57253
27614,9000,0,57359
27615,7500,0,62000
27616,7500,0,64800
27617,7500,0,65000
27618,7500,0,67500
27619,15000,0,57552
27620,9000,0,57600
27621,7500,0,68608
27622,7500,0,80000
27623,3600,0,57700
27624,7500,0,95000
27625,15000,0,57996
27626,8000,0,57996
27627,7500,1,117996
27628,7500,1,128000
27629,7500,0,178008
27630,7500,0,210000
27631,1800,0,58000
27632,7500,0,780000
27633,7550,1,21324
27634,6400,0,58000
27635,7550,1,34560
27636,7000,1,52000
27637,8000,0,58000
27638,7600,0,80000
27639,7675,1,30000
27640,7700,0,63000
27641,21600,0,58000
27642,1500,1,52000
27643,9000,0,58000
27644,5200,0,58000
27645,6300,0,58000
27646,16000,1,52200
27647,7800,0,102000
27648,8000,1,18000
27649,9000,0,59000
27650,10000,1,53000
27651,8000,1,24000
27652,9000,0,59000
27653,8000,1,24000
27654,8000,1,25000
27655,8000,1,25000
27656,10000,0,59004
27657,5500,0,59484
27658,8000,0,28000
27659,21000,0,59617
27660,18200,0,59800
27661,8000,0,30000
27662,8000,0,31000
27663,17000,0,60000
27664,8000,0,32000
27665,8000,0,32000
27666,17050,0,60000
27667,8000,0,35000
27668,8000,1,30000
27669,12800,0,60000
27670,8000,1,30500
27671,8000,1,31000
27672,3500,1,54000
27673,8000,0,60000
27674,14400,0,60000
27675,4100,0,60000
27676,2700,0,60000
27677,8000,1,32000
27678,8000,1,33100
27679,8000,0,39996
27680,2000,0,60000
27681,16800,0,60000
27682,8000,0,60000
27683,8000,1,34000
27684,8000,0,42000
27685,4000,0,60000
27686,3600,0,60000
27687,3500,0,60000
27688,8000,0,43000
27689,18000,0,60000
27690,8000,0,44000
27691,6800,0,60000
27692,8000,0,60000
27693,8000,0,45000
27694,8000,1,39000
27695,12000,0,60000
27696,8000,0,45000
27697,10225,0,60000
27698,8850,0,60000
27699,8000,0,48000
27700,2500,0,60000
27701,4900,0,60000
27702,8000,0,50000
27703,8000,0,50000
27704,8000,0,50000
27705,25000,1,54000
27706,9250,0,60000
27707,8000,0,50000
27708,12000,0,60000
27709,8000,0,50000
27710,8000,0,50700
27711,3850,0,60000
27712,8000,0,51000
27713,15000,0,60000
27714,5000,1,54000
27715,15000,0,60000
27716,10000,0,60000
27717,8000,1,49000
27718,13750,0,60000
27719,8000,0,57600
27720,12000,0,60000
27721,7750,1,54000
27722,8000,0,60000
27723,4800,0,60000
27724,8000,0,60000
27725,8000,0,61500
27726,6000,0,60000
27727,10000,0,60000
27728,5150,0,68000
27729,16000,0,60000
27730,5075,1,20000
27731,5075,0,22800
27732,6000,1,54000
27733,8000,0,60000
27734,5000,1,15000
27735,12000,0,60000
27736,5000,1,16800
27737,5000,0,60000
27738,7000,0,60000
27739,6000,0,60000
27740,12000,0,60000
27741,5000,1,21000
27742,5000,0,21000
27743,10000,1,54000
27744,5000,0,24000
27745,11800,0,60000
27746,5000,0,60000
27747,5000,0,24000
27748,4800,0,60000
27749,5000,0,24000
27750,5000,0,24960
27751,15000,0,60996
27752,6000,1,54996
27753,5000,0,26400
27754,14000,0,61000
27755,5000,0,27036
27756,5000,1,27600
27757,14400,0,61000
27758,8000,0,62000
27759,8000,0,62000
27760,10000,0,61000
27761,8000,0,62000
27762,11600,0,61000
27763,10000,0,61000
27764,20000,0,61000
27765,5200,0,61250
27766,6350,0,61260
27767,8000,0,65004
27768,12500,0,61450
27769,8000,0,68500
27770,8000,0,68848
27771,5500,0,61766
27772,12000,0,61776
27773,7000,1,56000
27774,8000,0,72000
27775,6000,0,62000
27776,7200,0,62000
27777,8000,0,75000
27778,2600,0,62000
27779,8000,1,74000
27780,5000,0,62000
27781,15000,0,62000
27782,20000,0,62000
27783,8000,0,87000
27784,7500,0,62000
27785,8000,0,87000
27786,8000,0,88000
27787,4800,0,62000
27788,8000,1,86105
27789,8000,1,108000
27790,8000,0,126252
27791,8000,1,116000
27792,2400,0,62400
27793,12000,0,62400
27794,14100,0,62400
27795,10000,0,62400
27796,7000,0,62400
27797,8050,0,40000
27798,5000,0,62500
27799,8175,0,140000
27800,15000,1,56500
27801,6000,0,62691
27802,12000,0,63000
27803,8400,0,33280
27804,8400,0,36000
27805,8400,0,42000
27806,1500,1,57000
27807,8400,1,36000
27808,8400,0,42552
27809,8400,0,48000
27810,8400,1,44000
27811,4200,0,63000
27812,8400,1,48000
27813,6250,0,63177
27814,8400,0,70000
27815,2400,0,63500
27816,5200,0,63599
27817,8550,1,73000
27818,12000,0,63996
27819,8700,0,65000
27820,2300,0,64000
27821,8725,0,54000
27822,6000,0,64000
27823,8775,0,45600
27824,15000,0,64000
27825,9000,1,22000
27826,16000,1,58000
27827,9000,1,24600
27828,9000,1,27000
27829,9000,0,30000
27830,6625,0,64800
27831,9000,1,30000
27832,9000,0,36000
27833,22000,1,58800
27834,9000,0,64973
27835,9000,0,36000
27836,9000,0,36000
27837,22750,0,65000
27838,11000,0,65000
27839,23325,0,65000
27840,10000,0,65000
27841,15000,0,65000
27842,15000,0,65000
27843,7200,0,65000
27844,9000,0,44700
27845,6000,0,65000
27846,9000,0,44940
27847,15000,1,59000
27848,9000,0,45600
27849,9000,0,45600
27850,9000,0,48960
27851,12000,1,59000
27852,9000,1,45000
27853,6000,0,65000
27854,6500,0,65000
27855,9200,0,40000
27856,9200,1,44004
27857,10000,0,65000
27858,15000,0,65000
27859,3600,0,65000
27860,7000,0,65000
27861,9250,1,31000
27862,9275,0,58000
27863,4000,0,65000
27864,7000,0,65000
27865,8000,0,65000
27866,24000,0,65000
27867,4000,0,65000
27868,12000,0,65000
27869,9400,0,33000
27870,9450,1,23004
27871,11500,0,65000
27872,9500,0,38604
27873,9500,1,34000
27874,9500,0,50000
27875,20000,0,65000
27876,9500,0,58000
27877,9500,0,60000
27878,6000,0,65000
27879,9500,1,55000
27880,9500,1,58000
27881,9500,0,65000
27882,9500,0,70000
27883,9600,1,28800
27884,9600,0,32000
27885,25000,0,65004
27886,17000,0,65004
27887,9600,0,40000
27888,10000,0,65379
27889,8000,0,65458
27890,9600,0,42000
27891,6000,1,59827
27892,9000,0,65993
27893,10000,0,66000
27894,9600,0,54696
27895,6125,0,66000
27896,12475,0,66000
27897,9600,0,55000
27898,9600,0,62000
27899,9600,0,78000
27900,5000,0,66000
27901,13000,1,60000
27902,9600,0,85000
27903,17000,0,66150
27904,13750,0,66200
27905,5550,0,66420
27906,9700,0,60000
27907,9750,1,24300
27908,24000,0,66948
27909,10000,1,19896
27910,10000,1,22800
27911,10000,1,23000
27912,15000,0,67000
27913,10000,1,24000
27914,10000,1,24000
27915,10000,1,25000
27916,10000,1,25000
27917,9975,1,61020
27918,8000,0,67200
27919,10000,1,25320
27920,10000,1,26000
27921,10000,1,26000
27922,10000,1,26400
27923,33000,0,67600
27924,10400,1,52569
27925,10000,1,30000
27926,16000,0,68000
27927,10000,0,68000
27928,10000,1,30000
27929,5000,0,68000
27930,7000,0,68000
27931,10000,1,30000
27932,7000,0,68000
27933,5000,0,68000
27934,10000,1,30400
27935,10000,1,30500
27936,9200,0,68000
27937,10000,1,31200
27938,7200,0,68000
27939,10000,1,32000
27940,10000,1,32000
27941,10000,1,32000
27942,10000,1,32400
27943,10000,0,33000
27944,14300,0,68500
27945,10000,0,35000
27946,20000,0,69000
27947,12000,0,69000
27948,10000,0,36000
27949,10000,0,36000
27950,6000,0,69600
27951,10000,0,36000
27952,2500,0,69736
27953,10000,0,69996
27954,6000,0,69996
27955,8000,0,69996
27956,10000,0,38000
27957,10000,0,39204
27958,4800,1,64000
27959,21600,0,70000
27960,12500,0,70000
27961,10000,0,39870
27962,30000,0,70000
27963,18000,0,70000
27964,17000,0,70000
27965,19500,0,70000
27966,10000,0,40000
27967,5000,0,70000
27968,6800,1,64000
27969,10500,0,70000
27970,6000,0,70000
27971,10000,0,41000
27972,9000,0,70000
27973,8000,0,70000
27974,12000,0,70000
27975,10000,0,43000
27976,10000,0,70000
27977,11600,0,70000
27978,16000,0,70000
27979,15000,0,70000
27980,10000,0,44000
27981,10000,0,45000
27982,9250,0,70000
27983,10000,0,70000
27984,8400,0,70000
27985,10000,0,45000
27986,11000,0,70000
27987,4300,0,36000
27988,4300,0,60000
27989,10000,0,70000
27990,25000,1,54400
27991,10000,0,45500
27992,20000,0,70000
27993,14000,0,70000
27994,6000,0,70000
27995,10000,1,40000
27996,10000,0,46000
27997,20800,0,70000
27998,4200,0,30000
27999,25000,0,70000
28000,25000,0,70000
28001,2825,0,70000
28002,14000,0,70032
28003,4200,0,42000
28004,4200,0,43000
28005,4200,0,48000
28006,12000,0,70800
28007,4200,0,50426
28008,4200,0,55000
28009,11200,0,71000
28010,7000,0,71000
28011,10000,1,65028
28012,4000,1,12000
28013,10000,1,41435
28014,10000,0,47508
28015,10000,0,72000
28016,8400,0,72000
28017,15000,0,72000
28018,14825,0,72000
28019,10000,0,48000
28020,10000,0,48000
28021,3500,0,72000
28022,5600,0,72000
28023,5050,0,72000
28024,10000,0,48450
28025,10000,1,42600
28026,2000,1,66000
28027,10000,1,43000
28028,10000,0,49500
28029,6100,1,56100
28030,6000,0,72000
28031,8000,0,72000
28032,15000,0,72000
28033,25000,1,66000
28034,8000,0,72000
28035,2500,0,72000
28036,10000,0,50000
28037,10000,0,72000
28038,6000,0,72000
28039,8000,1,56100
28040,14500,0,72000
28041,10000,0,51000
28042,7000,0,72000
28043,1600,0,72000
28044,8000,0,72000
28045,10000,0,52000
28046,5000,0,72000
28047,4200,0,72061
28048,10000,0,54000
28049,20000,0,72800
28050,23000,0,72800
28051,10000,0,54996
28052,5000,0,73000
28053,10000,0,55000
28054,10000,0,73000
28055,10000,0,73000
28056,10000,0,55000
28057,10000,0,56000
28058,10000,0,56448
28059,20000,0,73500
28060,11000,0,74000
28061,12000,0,74000
